"","idMvt","conf","xsaisi","ysaisi","epsg","num_insee","commune","lieu_dit","typeMvt","libelleType","fiabiliteType","libelleFiabilite","PrecDate","libelleDate","prec_xy","libellePrec","longitudeDoublePrec","latitudeDoublePrec","NUM_POSTE","NOM_USUEL","LAT","LON","ALTI","AAAAMM","RR","QRR","NBRR","RR_ME","RRAB","QRRAB","RRABDAT","NBJRR1","NBJRR5","NBJRR10","NBJRR30","NBJRR50","NBJRR100","PMERM","QPMERM","NBPMERM","PMERMINAB","QPMERMINAB","PMERMINABDAT","TX","QTX","NBTX","TX_ME","TXAB","QTXAB","TXDAT","TXMIN","QTXMIN","TXMINDAT","NBJTX0","NBJTX25","NBJTX30","NBJTX35","NBJTXI20","NBJTXI27","NBJTXS32","TN","QTN","NBTN","TN_ME","TNAB","QTNAB","TNDAT","TNMAX","QTNMAX","TNMAXDAT","NBJTN5","NBJTN10","NBJTNI10","NBJTNI15","NBJTNI20","NBJTNS20","NBJTNS25","NBJGELEE","TAMPLIM","QTAMPLIM","TAMPLIAB","QTAMPLIAB","TAMPLIABDAT","NBTAMPLI","TM","QTM","NBTM","TMM","QTMM","NBTMM","NBJTMS24","TMMIN","QTMMIN","TMMINDAT","TMMAX","QTMMAX","TMMAXDAT","UNAB","QUNAB","UNABDAT","NBUN","UXAB","QUXAB","UXABDAT","NBUX","UMM","QUMM","NBUM","TSVM","QTSVM","NBTSVM","ETP","QETP","FXIAB","QFXIAB","DXIAB","QDXIAB","FXIDAT","NBJFF10","NBJFF16","NBJFF28","NBFXI","FXI3SAB","QFXI3SAB","DXI3SAB","QDXI3SAB","FXI3SDAT","NBJFXI3S10","NBJFXI3S16","NBJFXI3S28","NBFXI3S","FXYAB","QFXYAB","DXYAB","QDXYAB","FXYABDAT","NBJFXY8","NBJFXY10","NBJFXY15","NBFXY","FFM","QFFM","NBFFM","INST","QINST","NBINST","NBSIGMA0","NBSIGMA20","NBSIGMA80","GLOT","QGLOT","NBGLOT","DIFT","QDIFT","NBDIFT","DIRT","QDIRT","NBDIRT","HNEIGEFTOT","QHNEIGEFTOT","HNEIGEFAB","QHNEIGEFAB","HNEIGEFDAT","NBHNEIGEF","NBJNEIG","NBJHNEIGEF1","NBJHNEIGEF5","NBJHNEIGEF10","NBJSOLNG","NEIGETOTM","QNEIGETOTM","NEIGETOTAB","QNEIGETOTAB","NEIGETOTABDAT","NBJNEIGETOT1","NBJNEIGETOT10","NBJNEIGETOT30","NBJGREL","NBJORAG","NBJBROU"
"434",22300010,"C",926900.024414063,2064300.04882812,27562,73003,"AIGUEBLANCHE","ROCHE PLATE",2,"Chute de blocs / Eboulement",1,"Fort",2,"Mois",3,"Hectomètre",6.52055636623981,45.5008116233474,97411102,"SAINT-DENIS VILLE",-20.874,55.452333,5,193704,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,31.7,9,30,NA,36,9,25,29,9,28,0,30,29,3,0,0,12,23.2,9,30,NA,20,9,10,25.8,9,11,0,0,0,0,1,30,2,0,8.4,9,12,9,25,30,27.4,9,30,NA,NA,0,NA,25.4,9,28,30,9,25,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",50002523,"",958108,2076107,27572,73232,"SAINTE-FOY-TARENTAISE","VC DE LA MASURE AU CROT",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.92793864516265,45.5912040809925,1143001,"DIVONNE",46.376667,6.156667,488,198103,105.1,1,31,NA,23,1,12,17,8,3,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"436",50002693,"",923143.981933594,2037702.02636719,27572,73258,"SAINT-MARTIN-DE-LA-PORTE","RAVIN DE LA CASSE ET DES BANCS",2,"Chute de blocs / Eboulement",2,"Moyen",2,"Mois",5,"Commune",6.45475427030483,45.2636519319763,97411102,"SAINT-DENIS VILLE",-20.874,55.452333,5,193702,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,31,9,28,NA,33.5,9,3,27,9,19,0,28,24,0,0,1,5,24.4,9,28,NA,22,9,10,26,9,28,0,0,0,0,0,28,12,0,6.6,9,9.8,9,10,28,27.7,9,28,NA,NA,0,NA,26,9,19,29,9,28,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",12200050,"",870754.5,2070223.6328125,27572,73184,"NANCES","""Les Balmes""",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",5.80631402332362,45.5786230802829,1034001,"BELLEY MAN",45.755,5.686667,277,199403,30.3,1,31,NA,7.8,1,2,9,2,0,0,0,0,NA,NA,0,NA,NA,NA,16.9,1,31,NA,24.2,1,25,11,1,17,0,0,0,0,23,31,0,6,1,31,NA,0.8,1,27,12.4,1,26,0,0,29,31,31,0,0,0,10.9,1,18.4,1,24,31,11.5,1,31,NA,NA,0,NA,8,1,3,16,1,31,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"438",12200049,"",949044.2,2037628.90625,27572,73287,"SOLLIERES-SARDIERES","sur la RD83, près du ruisseau de Villeneuve",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.78409785205529,45.250308686654,1407001,"SEYSSEL",45.953333,5.824,285,199402,45.5,1,28,NA,11.5,1,23,10,3,2,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"439",12200047,"",930573.1,2059308.59375,27572,73057,"BRIDES-LES-BAINS","Près du Pont Simond, ""La Dova""",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.56404441691777,45.4541996239287,1407001,"SEYSSEL",45.953333,5.824,285,199312,339.5,1,31,NA,57,1,31,21,16,12,3,2,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"440",12200046,"",942166.7,2051539.55078125,27572,73206,"PRALOGNAN-LA-VANOISE","""Le Colliouroé"", au plan de la Roche",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.70649514802194,45.3787124928314,1407001,"SEYSSEL",45.953333,5.824,285,199309,307.2,1,30,NA,69,1,9,15,13,10,3,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
"443",12200045,"",872612,2065980.46875,27572,73001,"AIGUEBELETTE-LE-LAC","Sur la voie communale du Noyau, ""Le Noyau"".",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",5.82768031582905,45.5397489709288,1034001,"BELLEY MAN",45.755,5.686667,277,199310,272.9,1,31,NA,64.5,1,5,13,11,8,3,1,0,NA,NA,0,NA,NA,NA,15,1,31,NA,25.2,1,11,8.2,1,24,0,1,0,0,28,31,0,9,1,31,NA,2.8,1,27,15.2,1,12,0,0,18,30,31,0,0,0,5.9,1,13.2,1,11,31,12,1,31,NA,NA,0,NA,7,1,31,19.6,1,12,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
"445",12200044,"",918724.6,2091249.26757813,27572,73303,"UGINE","""La Grangette"" dans la propriété de M.J. ROBART",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.43407763258641,45.7467943079646,1407001,"SEYSSEL",45.953333,5.824,285,199310,269.9,1,31,NA,48,1,5,14,11,9,3,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
"446",12200042,"",873681.6,2081933.83789062,27572,73050,"BOURDEAU","",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",5.85049066528987,45.6826987289224,1034001,"BELLEY MAN",45.755,5.686667,277,199307,135.5,1,31,NA,57.7,1,10,11,7,4,1,1,0,NA,NA,0,NA,NA,NA,26.8,1,31,NA,34.8,1,29,18.8,1,12,0,21,11,0,2,18,6,14.7,1,31,NA,7.2,1,13,20,1,5,0,0,2,14,31,1,0,0,12,1,18.2,1,29,31,20.7,1,31,NA,NA,0,NA,14.6,1,13,26,1,5,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
"447",12200041,"",951035.5,2074639.89257813,27572,73054,"BOURG-SAINT-MAURICE","Sur le CD119 près de la station ARC 2000, versant du Droset",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.83639127445081,45.5817052872402,1143001,"DIVONNE",46.376667,6.156667,488,199305,92.5,1,31,NA,18.2,1,13,14,7,4,0,0,0,NA,NA,0,NA,NA,NA,20.7,1,31,NA,29.5,1,25,15.5,1,7,0,4,0,0,16,29,0,9.8,1,31,NA,6.5,1,16,15,1,31,0,0,19,31,31,0,0,0,10.8,1,16.5,1,25,31,15.2,1,31,NA,NA,0,NA,12.5,1,21,21.3,1,25,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0
"448",12200036,"",926959,2064286.86523438,27572,73003,"AIGUEBLANCHE","Les Echelles d'Hannibal au-dessus de la RN90",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.52130123510565,45.5006665976184,1407001,"SEYSSEL",45.953333,5.824,285,199212,176.6,1,31,NA,51.8,1,2,7,7,6,2,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"449",22300014,"C",932181.030273438,2074407.95898438,27562,73006,"AIME","VILLETTE",2,"Chute de blocs / Eboulement",1,"Fort",2,"Mois",5,"Commune",6.59501870999614,45.5890659460404,1010001,"ANGLEFORT",45.9,5.766667,280,198507,54.9,1,31,NA,15.4,1,29,9,3,3,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
"450",10000336,"",930100,2065308,27572,73253,"SAINT-MARCEL","Hameau de La Bise (audessus de la gare de SAINt-Marcel).",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.56213,45.50833,97407505,"LE PORT-POINTE DES GALETS",-20.929167,55.294167,6,193103,55,9,31,NA,19,9,8,4,4,3,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",50001759,"",944174.987792969,2033560.05859375,27572,73023,"AUSSOIS","CD 215 CONDUITE FORCEE",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.71929849614629,45.2162217087595,1407001,"SEYSSEL",45.953333,5.824,285,198812,107.7,1,31,NA,44.5,1,4,9,5,3,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"452",50001766,"",943539.978027344,2033459.9609375,27572,73026,"AVRIEUX","CD 83 AU NORD DE LA SOUFFLERIE",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.71115827416786,45.2156415528744,1407001,"SEYSSEL",45.953333,5.824,285,198812,107.7,1,31,NA,44.5,1,4,9,5,3,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"453",12800088,"",973133,2052812.98828125,27572,73047,"BONNEVAL-SUR-ARC","Rive gauche du "" Couloir Tartet """,2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",5,"Commune",7.10203089424657,45.3739765116462,1143001,"DIVONNE",46.376667,6.156667,488,200002,200.9,1,29,NA,52.1,1,29,14,9,7,2,1,0,NA,NA,0,NA,NA,NA,8.1,1,29,NA,17,1,28,3,1,17,0,0,0,0,29,29,0,0.9,1,29,NA,-3,1,23,5.5,1,29,0,0,29,29,29,0,0,14,7.2,1,13.5,1,28,29,4.5,1,29,NA,NA,0,NA,0.5,1,21,10.3,1,28,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"454",12200035,"",925955.2,2059216.30859375,27572,73115,"FONTAINE-LE-PUITS","sur le garage de M. CHAVOUTIER",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.50503674737328,45.4555906614871,1407001,"SEYSSEL",45.953333,5.824,285,199211,245.8,1,30,NA,50,1,21,13,10,8,3,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"455",50002906,"",917871,2092737,27572,73303,"UGINE","LE MANCHE , ROUTE DE LODIERE",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.42411219610805,45.760563059084,1033001,"BELLEGARDE MAN",46.103333,5.846667,500,198501,143.3,1,31,NA,30.4,1,22,13,10,5,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"456",12200034,"",927437.9,2060500.48828125,27572,73284,"SALINS-LES-THERMES","""Les Moulins""sur le parking du supermarché Super U.",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.52484040049936,45.4664166881257,1407001,"SEYSSEL",45.953333,5.824,285,199211,245.8,1,30,NA,50,1,21,13,10,8,3,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"457",12200033,"",922721.7,2068709.71679688,27572,73187,"LA LECHERE","Notre-Dame-de-Briançon en bordure de la RN90",2,"Chute de blocs / Eboulement",1,"Fort",2,"Mois",3,"Hectomètre",6.47014628081913,45.542417477692,1407001,"SEYSSEL",45.953333,5.824,285,199210,241.9,1,31,NA,32,1,24,17,15,9,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"458",50002896,"",920700.012207031,2092199.95117188,27572,73303,"UGINE","RN212 GORGES DE L'ARLY",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.46006257853249,45.7544097897851,1143001,"DIVONNE",46.376667,6.156667,488,198111,71.7,1,30,NA,21.6,1,30,6,4,4,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
